,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,ID_NUMBER,ACTIVITY_LOCATION,ENFORCEMENT_IDENTIFIER,ENFORCEMENT_TYPE,ENFORCEMENT_DESC,ENFORCEMENT_AGENCY,ENFORCEMENT_ACTION_DATE,PMP_AMOUNT,FMP_AMOUNT,FSC_AMOUNT,SCR_AMOUNT
361,AAMCO TRANSMISSION,30.429365999999998,-81.671233,http://echo.epa.gov/detailed-facility-report?fid=110005596211,FLD984178145,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,08/28/2012,,,,
362,AAMCO TRANSMISSION,30.429365999999998,-81.671233,http://echo.epa.gov/detailed-facility-report?fid=110005596211,FLD984178145,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,06/16/2009,,,,
363,JACKSONVILLE TRANSFLO TERMINAL,30.326572,-81.719341,http://echo.epa.gov/detailed-facility-report?fid=110064132488,FLD984253526,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,07/01/2010,,,,
364,JACKSONVILLE TRANSFLO TERMINAL,30.326572,-81.719341,http://echo.epa.gov/detailed-facility-report?fid=110064132488,FLD984253526,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/20/2003,,,,
365,FLORIDA DEP DSCP D007 #169500345,30.362769,-81.60576400000002,http://echo.epa.gov/detailed-facility-report?fid=110007474517,FLR000026559,FL,125,FL125,DEP WARNING LETTER,S  ,01/11/2001,,,,
366,J & J TRUCK REPAIR & FLEET MAINTENANCE,30.345734000000004,-81.707371,http://echo.epa.gov/detailed-facility-report?fid=110016735194,FLR000098566,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,01/29/2004,,,,
367,"BEST-TEC ASBESTOS ABATEMENT, INC",30.33884500000001,-81.7518,http://echo.epa.gov/detailed-facility-report?fid=110032648142,FLR000141077,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,11/02/2006,,2675.0,,
368,"BEST-TEC ASBESTOS ABATEMENT, INC",30.33884500000001,-81.7518,http://echo.epa.gov/detailed-facility-report?fid=110032648142,FLR000141077,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,04/13/2011,,,,
369,TOM BUSH BMW OF ORANGE PARK,30.224420000000002,-81.73769,http://echo.epa.gov/detailed-facility-report?fid=110032648393,FLR000141366,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,11/20/2009,,,,
370,JACKSONVILLE SHIPYARDS INC.,30.32368300000001,-81.64725899999998,http://echo.epa.gov/detailed-facility-report?fid=110002102554,FLD004053203,FL,315,FL315,DEP CONSENT ORDER,S  ,08/22/2003,,,,
371,INTERSTATE BRANDS CORP MERITA GARAGE,30.35005,-81.65056,http://echo.epa.gov/detailed-facility-report?fid=110002533955,FLD061898425,FL,125,FL125,DEP WARNING LETTER,S  ,09/14/1995,,,,
372,JACKSONVILLE TRANSPORTATION AUTHORITY,30.331953000000002,-81.678411,http://echo.epa.gov/detailed-facility-report?fid=110000872360,FLD077584423,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,01/07/1997,,,,
373,JACKSONVILLE TRANSPORTATION AUTHORITY,30.331953000000002,-81.678411,http://echo.epa.gov/detailed-facility-report?fid=110000872360,FLD077584423,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,09/03/2003,,,,
374,DELRAY YACHT WORKS,30.360208,-81.648875,http://echo.epa.gov/detailed-facility-report?fid=110002560639,FLD982100646,FL,125,FL125,DEP WARNING LETTER,S  ,02/20/2004,,,,
375,BENS PAINT SUPPLY,29.686881,-82.320701,http://echo.epa.gov/detailed-facility-report?fid=110002560862,FLD982101255,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,04/08/2010,,,,
376,SINGS EUROPEAN AUTOMOTIVE,30.2275,-81.737472,http://echo.epa.gov/detailed-facility-report?fid=110012577185,FLR000086215,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,02/08/2012,,,,
377,JOES GARAGE,28.80088,-81.281293,http://echo.epa.gov/detailed-facility-report?fid=110012551309,FLR000086785,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,06/07/2002,,,,
378,JOES GARAGE,28.80088,-81.281293,http://echo.epa.gov/detailed-facility-report?fid=110012551309,FLR000086785,FL,415,FL415,DEP REFERRAL TO OGC,S  ,10/02/2002,,,,
379,JOES GARAGE,28.80088,-81.281293,http://echo.epa.gov/detailed-facility-report?fid=110012551309,FLR000086785,FL,615,FL615,JUDICIAL CONSENT DECREE,S  ,10/15/2003,,3900.0,,
380,JOES GARAGE,28.80088,-81.281293,http://echo.epa.gov/detailed-facility-report?fid=110012551309,FLR000086785,FL,515,FL515,CIVIL ACTION FOR COMPLIANCE,S  ,01/13/2003,,,,
381,PHOENIX PRODUCTS INC,30.345011,-81.634209,http://echo.epa.gov/detailed-facility-report?fid=110017873988,FLR000108571,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,04/30/2004,,,,
382,TI GROUP AUTOMOTIVE SYSTEMS,28.804740000000002,-81.29642,http://echo.epa.gov/detailed-facility-report?fid=110027966510,FLR000128892,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,02/10/2011,,,,
383,TRC AMERICA INC,28.61017,-81.41898,http://echo.epa.gov/detailed-facility-report?fid=110037314830,FLR000147207,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,10/30/2009,,,,
384,HD SUPPLY CONSTRUCTION SUPPLY LTD,28.547299,-81.42396,http://echo.epa.gov/detailed-facility-report?fid=110069375214,FLR000219063,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/11/2018,,,,
385,PARKS PRODUCTION CENTER,28.456229999999998,-81.42192,http://echo.epa.gov/detailed-facility-report?fid=110035678264,FL0000001636,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/21/2012,,,,
386,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,09/07/1999,,,,
387,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,125,FL125,DEP WARNING LETTER,S  ,06/29/1999,,,,
388,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/07/2000,,,,
389,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/20/2009,,,,
390,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,115,FL115,DEP MEETING,S  ,06/05/2017,,,,
391,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/26/2002,,,,
392,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,125,FL125,DEP WARNING LETTER,S  ,05/28/1993,,,,
393,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,125,FL125,DEP WARNING LETTER,S  ,04/14/2017,,,,
394,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,08/29/2017,,2380.0,,
395,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,115,FL115,DEP MEETING,S  ,11/18/1997,,,,
396,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,125,FL125,DEP WARNING LETTER,S  ,12/07/1994,,,,
397,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,115,FL115,DEP MEETING,S  ,05/15/1996,,,,
398,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,125,FL125,DEP WARNING LETTER,S  ,10/09/1997,,,,
399,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,125,FL125,DEP WARNING LETTER,S  ,03/15/1996,,,,
400,AMREP AUTOMOTIVE PRODUCTS GROUP,30.329721999999997,-81.71777800000002,http://echo.epa.gov/detailed-facility-report?fid=110000361867,FLD020982716,FL,115,FL115,DEP MEETING,S  ,07/22/1999,,,,
401,TUBEL'S GOODYEAR,30.291072999999997,-81.635456,http://echo.epa.gov/detailed-facility-report?fid=110002551113,FLD981859556,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,11/13/2009,,,,
402,ZABATT INC,30.32172000000001,-81.72466999999997,http://echo.epa.gov/detailed-facility-report?fid=110007431528,FLD982149932,FL,125,FL125,DEP WARNING LETTER,S  ,04/09/1998,,,,
403,MIDAS MUFFLER,29.66552,-82.3245,http://echo.epa.gov/detailed-facility-report?fid=110007461086,FLD984244426,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,03/19/2010,,,,
404,ERS CORP,30.330113,-81.631821,http://echo.epa.gov/detailed-facility-report?fid=110005626206,FLD984261412,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,04/26/2011,,,,
405,ERS CORP,30.330113,-81.631821,http://echo.epa.gov/detailed-facility-report?fid=110005626206,FLD984261412,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/05/2015,,,,
406,ERS CORP,30.330113,-81.631821,http://echo.epa.gov/detailed-facility-report?fid=110005626206,FLD984261412,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,08/28/2015,,,,
407,DIMAGGIOS AUTO PROS,30.240479999999998,-81.75495,http://echo.epa.gov/detailed-facility-report?fid=110005635937,FLR000018374,FL,125,FL125,DEP WARNING LETTER,S  ,09/10/2001,,,,
408,DIMAGGIOS AUTO PROS,30.240479999999998,-81.75495,http://echo.epa.gov/detailed-facility-report?fid=110005635937,FLR000018374,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,03/23/2012,,,,
409,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,125,FL125,DEP WARNING LETTER,S  ,03/09/2006,,,,
410,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,125,FL125,DEP WARNING LETTER,S  ,01/08/1998,,,,
411,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,115,FL115,DEP MEETING,S  ,03/24/2006,,,,
412,LEISURE BAY INDUSTRIES INC,28.583075,-81.43092,http://echo.epa.gov/detailed-facility-report?fid=110063900756,FLR000038299,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,04/25/2006,,7130.0,,
413,HOME DEPOT #8926,28.68812,-81.54094,http://echo.epa.gov/detailed-facility-report?fid=110017873489,FLR000108852,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/04/2018,,,,
414,PORTRAIT INNOVATIONS,28.803652000000003,-81.330372,http://echo.epa.gov/detailed-facility-report?fid=110024249339,FLR000121327,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,03/21/2007,,,,
415,SPIRIT PRINTING INC,28.549427,-81.39425200000002,http://echo.epa.gov/detailed-facility-report?fid=110023096638,FLR000123356,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,11/06/2006,,,,
416,SPIRIT PRINTING INC,28.549427,-81.39425200000002,http://echo.epa.gov/detailed-facility-report?fid=110023096638,FLR000123356,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,11/03/2005,,,,
417,MIDAS AUTO SERVICE,28.552858,-81.457321,http://echo.epa.gov/detailed-facility-report?fid=110041666952,FLR000166983,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,06/15/2010,,,,
418,TEXACO EXPRESS LUBE #1072,30.430229999999998,-81.6723,http://echo.epa.gov/detailed-facility-report?fid=110054830153,FLR000194092,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,08/28/2012,,,,
419,BENJAMIN MOORE & CO INC,30.321666999999998,-81.637778,http://echo.epa.gov/detailed-facility-report?fid=110000869034,FLD004061099,FL,125,FL125,DEP WARNING LETTER,S  ,12/30/1988,,,,
420,BENJAMIN MOORE & CO INC,30.321666999999998,-81.637778,http://echo.epa.gov/detailed-facility-report?fid=110000869034,FLD004061099,FL,315,FL315,DEP CONSENT ORDER,S  ,03/21/1989,,1000.0,,
421,"FLORIDA WIRE AND CABLE, INC.",30.334263,-81.750631,http://echo.epa.gov/detailed-facility-report?fid=110000361803,FLD004068706,FL,215,FL215,DEP NOTICE OF VIOLATION (NOV),S  ,01/06/1987,,,,
422,"FLORIDA WIRE AND CABLE, INC.",30.334263,-81.750631,http://echo.epa.gov/detailed-facility-report?fid=110000361803,FLD004068706,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,06/15/2000,,,,
423,EAGLE PICHER PLASTICS & CHEMICAL COATINGS,30.325015000000004,-81.750179,http://echo.epa.gov/detailed-facility-report?fid=110002525848,FLD004073193,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,12/12/2005,,,,
424,EAGLE PICHER PLASTICS & CHEMICAL COATINGS,30.325015000000004,-81.750179,http://echo.epa.gov/detailed-facility-report?fid=110002525848,FLD004073193,FL,125,FL125,DEP WARNING LETTER,S  ,04/26/1988,,,,
425,BRASINGTON CADILLAC OLDS INC,29.671028999999997,-82.338437,http://echo.epa.gov/detailed-facility-report?fid=110002528319,FLD032318206,FL,125,FL125,DEP WARNING LETTER,S  ,01/14/1997,,,,
426,J & W ENGINE SERVICE,30.385033,-81.675361,http://echo.epa.gov/detailed-facility-report?fid=110002528845,FLD032439994,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,08/08/2007,,,,
427,CSX TRANSPORTATION,30.327768,-81.706636,http://echo.epa.gov/detailed-facility-report?fid=110002536845,FLD081942351,FL,125,FL125,DEP WARNING LETTER,S  ,09/24/1987,,,,
428,WADE RAULERSON BUICK PONTIAC GMC,29.672182,-82.321655,http://echo.epa.gov/detailed-facility-report?fid=110002545504,FLD981471402,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,06/29/2011,,,,
429,WADE RAULERSON BUICK PONTIAC GMC,29.672182,-82.321655,http://echo.epa.gov/detailed-facility-report?fid=110002545504,FLD981471402,FL,125,FL125,DEP WARNING LETTER,S  ,04/25/1995,,,,
430,QUANTUM TECHNOLOGY,28.78017100000001,-81.275079,http://echo.epa.gov/detailed-facility-report?fid=110007416625,FLD981756208,FL,125,FL125,DEP WARNING LETTER,S  ,11/26/1986,,,,
431,C&S WHOLESALE SERVICES ORLANDO,28.58298,-81.436707,http://echo.epa.gov/detailed-facility-report?fid=110005272766,FLD982135915,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,10/09/2007,,,,
432,C&S WHOLESALE SERVICES ORLANDO,28.58298,-81.436707,http://echo.epa.gov/detailed-facility-report?fid=110005272766,FLD982135915,FL,125,FL125,DEP WARNING LETTER,S  ,04/14/1994,,,,
433,C&S WHOLESALE SERVICES ORLANDO,28.58298,-81.436707,http://echo.epa.gov/detailed-facility-report?fid=110005272766,FLD982135915,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,09/12/1994,,2595.0,,
434,ORLANDO AUTO RECYCLING,28.63032,-81.45959,http://echo.epa.gov/detailed-facility-report?fid=110005613470,FLD984228619,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,04/20/2010,,,,
435,ORLANDO AUTO RECYCLING,28.63032,-81.45959,http://echo.epa.gov/detailed-facility-report?fid=110005613470,FLD984228619,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,12/04/2002,,,,
436,PINE HILLS TRANSPORTATION FACILITY,28.606587,-81.453097,http://echo.epa.gov/detailed-facility-report?fid=110005616681,FLD984239418,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,07/10/2006,,,,
437,PINE HILLS TRANSPORTATION FACILITY,28.606587,-81.453097,http://echo.epa.gov/detailed-facility-report?fid=110005616681,FLD984239418,FL,125,FL125,DEP WARNING LETTER,S  ,12/17/1998,,,,
438,PINE HILLS TRANSPORTATION FACILITY,28.606587,-81.453097,http://echo.epa.gov/detailed-facility-report?fid=110005616681,FLD984239418,FL,115,FL115,DEP MEETING,S  ,01/20/1999,,,,
439,PINE HILLS TRANSPORTATION FACILITY,28.606587,-81.453097,http://echo.epa.gov/detailed-facility-report?fid=110005616681,FLD984239418,FL,125,FL125,DEP WARNING LETTER,S  ,03/13/2006,,,,
440,PINE HILLS TRANSPORTATION FACILITY,28.606587,-81.453097,http://echo.epa.gov/detailed-facility-report?fid=110005616681,FLD984239418,FL,315,FL315,DEP CONSENT ORDER,S  ,05/26/1999,,,,
441,RESCO INC,29.62285,-81.6737,http://echo.epa.gov/detailed-facility-report?fid=110007460942,FLD984243931,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,10/12/2012,,,,
442,RESCO INC,29.62285,-81.6737,http://echo.epa.gov/detailed-facility-report?fid=110007460942,FLD984243931,FL,125,FL125,DEP WARNING LETTER,S  ,07/01/2002,,,,
443,MOURO CLEANERS,30.367532,-81.65267800000002,http://echo.epa.gov/detailed-facility-report?fid=110001741394,FLR000057646,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/08/1999,,,,
444,HINES III INC,30.286944000000002,-81.64361099999998,http://echo.epa.gov/detailed-facility-report?fid=110005660356,FLR000062836,FL,125,FL125,DEP WARNING LETTER,S  ,04/18/2001,,,,
445,SCOREBOARDS OF AMERICA,30.415861,-81.65899999999998,http://echo.epa.gov/detailed-facility-report?fid=110016722322,FLR000095299,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,09/26/2006,,,,
446,SCOREBOARDS OF AMERICA,30.415861,-81.65899999999998,http://echo.epa.gov/detailed-facility-report?fid=110016722322,FLR000095299,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,11/15/2002,,,,
447,WALGREEN CO,28.487354999999997,-81.418112,http://echo.epa.gov/detailed-facility-report?fid=110027964193,FLR000127571,FL,115,FL115,DEP MEETING,S  ,03/06/2007,,,,
448,GARY BROWNS CUSTOM RESTORATIONS,30.286321,-81.643845,http://echo.epa.gov/detailed-facility-report?fid=110041662723,FLR000164095,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,03/23/2010,,,,
449,ALLIED SEPTIC TANK CO INC,28.61057000000001,-81.41899000000002,http://echo.epa.gov/detailed-facility-report?fid=110001739511,FLD004068433,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,10/29/2009,,,,
450,NINO AUTO SALES INC,30.313816,-81.576336,http://echo.epa.gov/detailed-facility-report?fid=110002552657,FLD981868110,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,07/12/2010,,,,
451,CHEMICAL SYSTEMS OF ORLANDO INCORPORATED,28.723333,-81.582306,http://echo.epa.gov/detailed-facility-report?fid=110000363008,FLD982140956,FL,315,FL315,DEP CONSENT ORDER,S  ,11/07/1990,,7962.5,,
452,CHEMICAL SYSTEMS OF ORLANDO INCORPORATED,28.723333,-81.582306,http://echo.epa.gov/detailed-facility-report?fid=110000363008,FLD982140956,FL,125,FL125,DEP WARNING LETTER,S  ,06/04/1990,,,,
453,O'STEEN AUTOMOTIVE SERVICES,30.28627100000001,-81.643509,http://echo.epa.gov/detailed-facility-report?fid=110043979843,FLD982150773,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,04/07/2010,,,,
454,ORANGE PARK CHEVRON,30.166581,-81.700572,http://echo.epa.gov/detailed-facility-report?fid=110005603187,FLD984200386,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,02/05/2010,,,,
455,DAVID MAUS VOLKSWAGEN SOUTH,28.48142,-81.39679,http://echo.epa.gov/detailed-facility-report?fid=110046230967,FLD984226027,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,07/17/2012,,,,
456,1ST RECOVERY,30.361666999999997,-81.6275,http://echo.epa.gov/detailed-facility-report?fid=110007459632,FLD984238733,FL,125,FL125,DEP WARNING LETTER,S  ,07/23/1997,,,,
457,ROUX LABORATORIES INC,30.351440000000004,-81.72288,http://echo.epa.gov/detailed-facility-report?fid=110005620328,FLD984246850,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,05/19/2010,,,,
458,ALTERNATE ENERGY TECHNOLOGIES LLC,30.338147999999997,-81.742069,http://echo.epa.gov/detailed-facility-report?fid=110005641476,FLR000030411,FL,125,FL125,DEP WARNING LETTER,S  ,04/02/2010,,,,
459,ALTERNATE ENERGY TECHNOLOGIES LLC,30.338147999999997,-81.742069,http://echo.epa.gov/detailed-facility-report?fid=110005641476,FLR000030411,FL,115,FL115,DEP MEETING,S  ,07/29/2010,,,,
460,ALTERNATE ENERGY TECHNOLOGIES LLC,30.338147999999997,-81.742069,http://echo.epa.gov/detailed-facility-report?fid=110005641476,FLR000030411,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,12/20/2010,,42950.0,,
461,ACTION TRANSMISSION,30.351861,-81.595972,http://echo.epa.gov/detailed-facility-report?fid=110017218465,FLR000106005,FL,125,FL125,DEP WARNING LETTER,S  ,04/08/2004,,,,
462,ACTION TRANSMISSION,30.351861,-81.595972,http://echo.epa.gov/detailed-facility-report?fid=110017218465,FLR000106005,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/31/2017,,,,
463,ACTION TRANSMISSION,30.351861,-81.595972,http://echo.epa.gov/detailed-facility-report?fid=110017218465,FLR000106005,FL,215,FL215,DEP NOTICE OF VIOLATION (NOV),S  ,11/24/2004,,,,
464,ACTION TRANSMISSION,30.351861,-81.595972,http://echo.epa.gov/detailed-facility-report?fid=110017218465,FLR000106005,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,02/01/2005,,250.0,,
465,ACTION TRANSMISSION,30.351861,-81.595972,http://echo.epa.gov/detailed-facility-report?fid=110017218465,FLR000106005,FL,125,FL125,DEP WARNING LETTER,S  ,10/18/2004,,,,
466,FLETCHER ENTERPRISES,28.57955,-81.41662,http://echo.epa.gov/detailed-facility-report?fid=110031308378,FLR000130872,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,08/10/2006,,,,
467,FLORIDA AUTO EXPRESS,30.289889000000002,-81.635784,http://echo.epa.gov/detailed-facility-report?fid=110002525973,FLD004085379,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,04/26/2012,,,,
468,FLORIDA AUTO EXPRESS,30.289889000000002,-81.635784,http://echo.epa.gov/detailed-facility-report?fid=110002525973,FLD004085379,FL,125,FL125,DEP WARNING LETTER,S  ,06/13/1997,,,,
469,GAINESVILLE NISSAN,29.68915100000001,-82.318502,http://echo.epa.gov/detailed-facility-report?fid=110002558134,FLD982087330,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,09/06/2011,,,,
470,STRIP SHOPPE,28.521409999999996,-81.38469,http://echo.epa.gov/detailed-facility-report?fid=110005584965,FLD982124026,FL,125,FL125,DEP WARNING LETTER,S  ,07/27/1989,,,,
471,PROGRESS RAIL SERVICES CORPORATION,29.976770000000002,-81.659456,http://echo.epa.gov/detailed-facility-report?fid=110000845319,FLD982130379,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,09/24/1997,,,,
472,PROGRESS RAIL SERVICES CORPORATION,29.976770000000002,-81.659456,http://echo.epa.gov/detailed-facility-report?fid=110000845319,FLD982130379,FL,125,FL125,DEP WARNING LETTER,S  ,06/09/1994,,,,
473,GATORLAND KIA,29.684055999999998,-82.317992,http://echo.epa.gov/detailed-facility-report?fid=110005617653,FLD984241174,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,07/15/2011,,,,
474,COGGIN PONTIAC OF ORANGE PARK,30.21473,-81.73698,http://echo.epa.gov/detailed-facility-report?fid=110005620827,FLD984247916,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,04/17/2009,,,,
475,COGGIN PONTIAC OF ORANGE PARK,30.21473,-81.73698,http://echo.epa.gov/detailed-facility-report?fid=110005620827,FLD984247916,FL,115,FL115,DEP MEETING,S  ,06/13/2008,,,,
476,COGGIN PONTIAC OF ORANGE PARK,30.21473,-81.73698,http://echo.epa.gov/detailed-facility-report?fid=110005620827,FLD984247916,FL,312,FL312,DEP SHORT FORM CONSENT ORDER,S  ,06/25/2008,,14550.0,,
477,COGGIN PONTIAC OF ORANGE PARK,30.21473,-81.73698,http://echo.epa.gov/detailed-facility-report?fid=110005620827,FLD984247916,FL,125,FL125,DEP WARNING LETTER,S  ,02/07/2008,,,,
478,SUNSHINE CRANE,28.646413,-81.469431,http://echo.epa.gov/detailed-facility-report?fid=110005633608,FLR000013508,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,02/15/1996,,,,
479,"ROSES SOUTHEAST PAPERS, LLC",28.803965,-81.308216,http://echo.epa.gov/detailed-facility-report?fid=110057911764,FLR000095034,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,03/30/2011,,,,
480,"ROSES SOUTHEAST PAPERS, LLC",28.803965,-81.308216,http://echo.epa.gov/detailed-facility-report?fid=110057911764,FLR000095034,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,03/20/2003,,,,
481,SINGER AUTO SERVICE,28.551790000000004,-81.43146999999998,http://echo.epa.gov/detailed-facility-report?fid=110043631727,FLR000171256,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,12/06/2010,,,,
482,SINGER AUTO SERVICE,28.551790000000004,-81.43146999999998,http://echo.epa.gov/detailed-facility-report?fid=110043631727,FLR000171256,FL,318,FL318,DEP FINAL ADMINISTRATIVE ORDER,S  ,06/14/2011,,,,
483,SINGER AUTO SERVICE,28.551790000000004,-81.43146999999998,http://echo.epa.gov/detailed-facility-report?fid=110043631727,FLR000171256,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,02/07/2011,,,,
484,ORANGE PARK MITSUBISHI,30.20076,-81.73902,http://echo.epa.gov/detailed-facility-report?fid=110045967450,FLR000183913,FL,105,FL105,INFORMAL VERBAL ENFORCEMENT,S  ,04/19/2012,,,,
485,CHAMPS AUTO REPAIRS LLC,28.6061,-81.41006999999998,http://echo.epa.gov/detailed-facility-report?fid=110046390865,FLR000191155,FL,123,FL123,DEP NON-COMPLIANCE LETTER,S  ,07/27/2012,,,,
