,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,REGISTRY_ID,REPORTING_YEAR,PGM_SYS_ACRNM,PGM_SYS_ID,POLLUTANT_NAME,ANNUAL_EMISSION,UNIT_OF_MEASURE,NEI_TYPE,NEI_HAP_VOC_FLAG
299,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2013,TRIS,32078GRGPCSTATE,Chlorine dioxide,225.0,Pounds,,
300,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2017,TRIS,32602PCRNC5002S,Ammonia,5000.0,Pounds,,
301,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2017,TRIS,32078GRGPCSTATE,Manganese compounds,250.0,Pounds,,
302,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,110000498612,2016,TRIS,32236RCHHLWESTB,Methanol,0.0,Pounds,,
303,INSTEEL WIRE PRODUCTS COMPANY,30.35719000000001,-81.72299,http://echo.epa.gov/detailed-facility-report?fid=110043728794,110043728794,2017,TRIS,3225WNSTLW35MEL,Lead compounds,0.0,Pounds,,
304,"PORT CONSOLIDATED, INC.",30.36735,-81.63417,http://echo.epa.gov/detailed-facility-report?fid=110046123574,110046123574,2015,TRIS,3220WPRTCN452BE,Zinc compounds,0.0,Pounds,,
305,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2013,TRIS,32771SFTYK6CENT,Lead,0.0,Pounds,,
306,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2011,TRIS,32078GRGPCSTATE,Barium compounds -- TRI ,110.0,Pounds,,
307,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2018,TRIS,32771CRPPP31BRW,Manganese,0.0,Pounds,,
308,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2011,TRIS,32602PCRNC5002S,Methanol,402.0,Pounds,,
309,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2011,TRIS,32602PCRNC5002S,Hexane,1229.0,Pounds,,
310,"OWENS CORNING ASPHALT ROOFING, LLC",30.336691,-81.629304,http://echo.epa.gov/detailed-facility-report?fid=110000361938,110000361938,2013,TRIS,32206WNSCR1035T,Benzo[ghi]perylene,0.0,Pounds,,
311,IFF CHEMICAL HOLDINGS INC,30.34774,-81.7494,http://echo.epa.gov/detailed-facility-report?fid=110000361830,110000361830,2012,TRIS,32205NNCMP2051N,Hydrochloric acid,500.0,Pounds,,
312,GCP APPLIED TECHNOLOGIES INC,28.731348999999998,-81.61709599999998,http://echo.epa.gov/detailed-facility-report?fid=110000363017,110000363017,2012,TRIS,32798WRGRC6445W,Nitrate compounds -- TRI,0.0,Pounds,,
313,"SWISHER INTERNATIONAL, INC.",30.353659999999998,-81.64669,http://echo.epa.gov/detailed-facility-report?fid=110002102634,110002102634,2009,TRIS,32206SWSHR459E1,"Pyridine, 3-(1-methyl-2-pyrrolidinyl)-, (S)-, and salts",250.0,Pounds,,
314,RENESSENZ LLC JACKSONVILLE,30.380131,-81.664313,http://echo.epa.gov/detailed-facility-report?fid=110000361965,110000361965,2012,TRIS,32208SCMGL601CR,Methanol,5.0,Pounds,,
315,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2016,TRIS,32078GRGPCSTATE,Catechol,0.0,Pounds,,
316,RENESSENZ LLC JACKSONVILLE,30.380131,-81.664313,http://echo.epa.gov/detailed-facility-report?fid=110000361965,110000361965,2018,TRIS,32208SCMGL601CR,"Certain glycol ethers, a limited set -- TRI",5.0,Pounds,,
317,FLORIDA ROCK EDGEWOOD READY MIX PLANT,30.325460999999997,-81.730774,http://echo.epa.gov/detailed-facility-report?fid=110039071465,110039071465,2017,TRIS,3220WDGWDR127SU,Lead,0.16,Pounds,,
318,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2018,TRIS,32602PCRNC5002S,Ethylbenzene,151.0,Pounds,,
319,IFF CHEMICAL HOLDINGS INC,30.34774,-81.7494,http://echo.epa.gov/detailed-facility-report?fid=110000361830,110000361830,2010,TRIS,32205NNCMP2051N,Hydrochloric acid,805.0,Pounds,,
320,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2009,TRIS,32078GRGPCSTATE,Sulfuric acid,60000.0,Pounds,,
321,"OWENS CORNING ASPHALT ROOFING, LLC",30.336691,-81.629304,http://echo.epa.gov/detailed-facility-report?fid=110000361938,110000361938,2018,TRIS,32206WNSCR1035T,Copper compounds -- TRI,0.0,Pounds,,
322,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2014,TRIS,32078GRGPCSTATE,Ammonia,93500.0,Pounds,,
323,INSTEEL WIRE PRODUCTS COMPANY,30.35719000000001,-81.72299,http://echo.epa.gov/detailed-facility-report?fid=110043728794,110043728794,2015,TRIS,3225WNSTLW35MEL,Lead compounds,0.0,Pounds,,
324,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2018,TRIS,32771CRPPP31BRW,Hydrofluoric acid,500.0,Pounds,,
325,JOHNS MANVILLE  JACKSONVILLE,30.349371,-81.741517,http://echo.epa.gov/detailed-facility-report?fid=110000362170,110000362170,2013,TRIS,32254NRGBR5510W,Diisocyanates -- TRI,12.222,Pounds,,
326,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2011,TRIS,32206PRTCN151TA,Methyl tert-butyl ether,0.0,Pounds,,
327,REICHHOLD LLC,30.326893,-81.745758,http://echo.epa.gov/detailed-facility-report?fid=110000498612,110000498612,2018,TRIS,32236RCHHLWESTB,Methyl methacrylate,113.0,Pounds,,
328,IFF CHEMICAL HOLDINGS INC,30.34774,-81.7494,http://echo.epa.gov/detailed-facility-report?fid=110000361830,110000361830,2016,TRIS,32205NNCMP2051N,Hydrochloric acid,904.0,Pounds,,
329,OLDCASTLE PRECAST INC.,30.38022,-81.74084,http://echo.epa.gov/detailed-facility-report?fid=110009691244,110009691244,2015,TRIS,32219LDCST5995S,Lead compounds,0.0,Pounds,,
330,CEMEX ATLANTA AVENUE,28.52528,-81.38313000000002,http://echo.epa.gov/detailed-facility-report?fid=110067130893,110067130893,2018,TRIS,3280WTLNTV146AT,Lead compounds,0.0,Pounds,,
331,RYAN FOODS COMPANY,30.33294,-81.7,http://echo.epa.gov/detailed-facility-report?fid=110056536887,110056536887,2009,TRIS,32209LNGLF2198W,Nitrate compounds -- TRI,0.0,Pounds,,
332,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2015,TRIS,32771SFTYK6CENT,Ethylene glycol,4.0,Pounds,,
333,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,110000361821,2017,TRIS,32205MTLCN1100N,1-Butanol,50582.0,Pounds,,
334,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2014,TRIS,32206PRTCN151TA,Benzene,0.0,Pounds,,
335,"HUBBELL LENOIR CITY, INC",29.652666999999997,-81.687667,http://echo.epa.gov/detailed-facility-report?fid=110000361741,110000361741,2016,TRIS,32178CDRSYAIRPO,Diisocyanates -- TRI,0.0,Pounds,,
336,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,110000361821,2016,TRIS,32205MTLCN1100N,Manganese,0.021,Pounds,,
337,PREFERRED MATERIALS INC,28.51731,-81.38467,http://echo.epa.gov/detailed-facility-report?fid=110039607538,110039607538,2018,TRIS,3280WPRFRR221SD,Lead,0.003686,Pounds,,
338,ANUVIA,28.733535999999997,-81.621729,http://echo.epa.gov/detailed-facility-report?fid=110070070550,110070070550,2018,TRIS,3279WNVXXX6751W,Sulfuric acid,5.0,Pounds,,
339,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2013,TRIS,32602PCRNC5002S,Cumene,249.0,Pounds,,
340,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,110000523023,2016,TRIS,32254PPRSN155EL,Nitric acid,41.0,Pounds,,
341,UNITED STATES GYPSUM CO.,30.381790000000002,-81.63793000000003,http://echo.epa.gov/detailed-facility-report?fid=110001737014,110001737014,2010,TRIS,32208NTDST6825E,Lead compounds,0.27,Pounds,,
342,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2012,TRIS,32771CRPPP31BRW,Nickel,0.0,Pounds,,
343,NEW NGC INCD/B/A NATIONAL GYPSUM CO,29.981806,-81.662498,http://echo.epa.gov/detailed-facility-report?fid=110009075945,110009075945,2017,TRIS,32043NFXSN1767W,Lead compounds,0.0,Pounds,,
344,"HUBBELL LENOIR CITY, INC",29.652666999999997,-81.687667,http://echo.epa.gov/detailed-facility-report?fid=110000361741,110000361741,2013,TRIS,32178CDRSYAIRPO,Styrene,9192.0,Pounds,,
345,NEW NGC INCD/B/A NATIONAL GYPSUM CO,29.981806,-81.662498,http://echo.epa.gov/detailed-facility-report?fid=110009075945,110009075945,2011,TRIS,32043NFXSN1767W,Lead compounds,0.0,Pounds,,
346,RYAN FOODS COMPANY,30.33294,-81.7,http://echo.epa.gov/detailed-facility-report?fid=110056536887,110056536887,2015,TRIS,32209LNGLF2198W,Nitric acid,0.0,Pounds,,
347,"FRITO-LAY, INC.",28.5772,-81.417067,http://echo.epa.gov/detailed-facility-report?fid=110058220429,110058220429,2018,TRIS,32808FRTLY2800S,Peracetic acid,0.0,Pounds,,
348,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2014,TRIS,32206PRTCN151TA,Ethylbenzene,0.0,Pounds,,
349,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2013,TRIS,32602PCRNC5002S,Copper,0.0,Pounds,,
350,JOHNS MANVILLE  JACKSONVILLE,30.349371,-81.741517,http://echo.epa.gov/detailed-facility-report?fid=110000362170,110000362170,2017,TRIS,32254NRGBR5510W,Diisocyanates -- TRI,12.31,Pounds,,
351,RENESSENZ LLC JACKSONVILLE,30.380131,-81.664313,http://echo.epa.gov/detailed-facility-report?fid=110000361965,110000361965,2016,TRIS,32208SCMGL601CR,Ammonia,2017.0,Pounds,,
352,"PORT CONSOLIDATED, INC.",29.6559,-81.63884,http://echo.epa.gov/detailed-facility-report?fid=110070244783,110070244783,2017,TRIS,3217WPRTCN11WAS,Ethylbenzene,0.0,Pounds,,
353,"PORT CONSOLIDATED, INC.",29.6559,-81.63884,http://echo.epa.gov/detailed-facility-report?fid=110070244783,110070244783,2017,TRIS,3217WPRTCN11WAS,Hexane,0.0,Pounds,,
354,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2012,TRIS,32078GRGPCSTATE,Catechol,0.0,Pounds,,
355,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2012,TRIS,32078GRGPCSTATE,Lead compounds,40.0,Pounds,,
356,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2013,TRIS,32078GRGPCSTATE,Formaldehyde,12046.0,Pounds,,
357,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2013,TRIS,32078GRGPCSTATE,Sulfuric acid,48000.0,Pounds,,
358,RENESSENZ LLC JACKSONVILLE,30.380131,-81.664313,http://echo.epa.gov/detailed-facility-report?fid=110000361965,110000361965,2013,TRIS,32208SCMGL601CR,Zinc compounds,19.0,Pounds,,
359,"HUBBELL LENOIR CITY, INC",29.652666999999997,-81.687667,http://echo.epa.gov/detailed-facility-report?fid=110000361741,110000361741,2014,TRIS,32178CDRSYAIRPO,Styrene,14000.0,Pounds,,
360,UNITED STATES GYPSUM CO.,30.381790000000002,-81.63793000000003,http://echo.epa.gov/detailed-facility-report?fid=110001737014,110001737014,2010,TRIS,32208NTDST6825E,Mercury compounds,25.96,Pounds,,
361,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,110005991178,2014,TRIS,32703TRQNT1818S,N-Methyl-2-pyrrolidone,11160.0,Pounds,,
362,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2017,TRIS,32771SFTYK6CENT,Zinc compounds,0.0,Pounds,,
363,ARGOS SANFORD CONCRETE PLANT,28.82575,-81.32509,http://echo.epa.gov/detailed-facility-report?fid=110069310089,110069310089,2015,TRIS,3277WRGSSN415MA,Lead,0.012,Pounds,,
364,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,110000363179,2017,TRIS,32809VLVLN1929D,Cyclohexane,0.0,Pounds,,
365,RENESSENZ LLC JACKSONVILLE,30.380131,-81.664313,http://echo.epa.gov/detailed-facility-report?fid=110000361965,110000361965,2010,TRIS,32208SCMGL601CR,Methanol,5.0,Pounds,,
366,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2016,TRIS,32078GRGPCSTATE,Barium compounds -- TRI ,390.0,Pounds,,
367,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2018,TRIS,32078GRGPCSTATE,Hydrogen sulfide,36000.0,Pounds,,
368,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2011,TRIS,32206PRTCN151TA,Benzene,0.0,Pounds,,
369,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2010,TRIS,32078GRGPCSTATE,Polycyclic aromatic compounds -- TRI,110.0,Pounds,,
370,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2013,TRIS,32206PRTCN151TA,Benzene,0.0,Pounds,,
371,RENESSENZ LLC JACKSONVILLE,30.380131,-81.664313,http://echo.epa.gov/detailed-facility-report?fid=110000361965,110000361965,2013,TRIS,32208SCMGL601CR,Hydrochloric acid,13.0,Pounds,,
372,IFF CHEMICAL HOLDINGS INC,30.34774,-81.7494,http://echo.epa.gov/detailed-facility-report?fid=110000361830,110000361830,2016,TRIS,32205NNCMP2051N,Copper compounds -- TRI,0.0,Pounds,,
373,JOHNS MANVILLE  JACKSONVILLE,30.349371,-81.741517,http://echo.epa.gov/detailed-facility-report?fid=110000362170,110000362170,2011,TRIS,32254NRGBR5510W,Diisocyanates -- TRI,19.57,Pounds,,
374,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2016,TRIS,32602PCRNC5002S,Hexane,932.0,Pounds,,
375,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,110000523023,2014,TRIS,32254PPRSN155EL,Ammonia,645.0,Pounds,,
376,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2014,TRIS,32771CRPPP31BRW,Manganese,0.0,Pounds,,
377,RYAN FOODS COMPANY,30.33294,-81.7,http://echo.epa.gov/detailed-facility-report?fid=110056536887,110056536887,2009,TRIS,32209LNGLF2198W,Nitric acid,0.0,Pounds,,
378,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2009,TRIS,32771CRPPP31BRW,Nitric acid,500.0,Pounds,,
379,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,110000523023,2015,TRIS,32254PPRSN155EL,Nitric acid,24.0,Pounds,,
380,"OWENS CORNING ASPHALT ROOFING, LLC",30.336691,-81.629304,http://echo.epa.gov/detailed-facility-report?fid=110000361938,110000361938,2016,TRIS,32206WNSCR1035T,Copper compounds -- TRI,0.0,Pounds,,
381,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2012,TRIS,32602PCRNC5002S,Dicyclopentadiene,0.0,Pounds,,
382,SAFETY-KLEEN SYSTEMS (313001),28.806984999999997,-81.317577,http://echo.epa.gov/detailed-facility-report?fid=110000845337,110000845337,2009,TRIS,32771SFTYK6CENT,Benzo[ghi]perylene,0.0,Pounds,,
383,GCP APPLIED TECHNOLOGIES INC,28.731348999999998,-81.61709599999998,http://echo.epa.gov/detailed-facility-report?fid=110000363017,110000363017,2017,TRIS,32798WRGRC6445W,Dazomet,0.0,Pounds,,
384,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2015,TRIS,32602PCRNC5002S,Methyl bromide,0.0,Pounds,,
385,UNITED STATES GYPSUM CO.,30.381790000000002,-81.63793000000003,http://echo.epa.gov/detailed-facility-report?fid=110001737014,110001737014,2015,TRIS,32208NTDST6825E,Lead compounds,0.51,Pounds,,
386,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2010,TRIS,32602PCRNC5002S,Allylamine,0.0,Pounds,,
387,RENESSENZ LLC JACKSONVILLE,30.380131,-81.664313,http://echo.epa.gov/detailed-facility-report?fid=110000361965,110000361965,2011,TRIS,32208SCMGL601CR,Hydrochloric acid,8.0,Pounds,,
388,INSTEEL WIRE PRODUCTS COMPANY,30.35719000000001,-81.72299,http://echo.epa.gov/detailed-facility-report?fid=110043728794,110043728794,2016,TRIS,3225WNSTLW35MEL,Lead compounds,0.0,Pounds,,
389,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2009,TRIS,32078GRGPCSTATE,Chlorine,17.0,Pounds,,
390,IFF CHEMICAL HOLDINGS INC,30.34774,-81.7494,http://echo.epa.gov/detailed-facility-report?fid=110000361830,110000361830,2015,TRIS,32205NNCMP2051N,Propionaldehyde,134.0,Pounds,,
391,TAMKO BUILDING PRODUCTS INC,29.977221000000004,-81.66853,http://echo.epa.gov/detailed-facility-report?fid=110000498603,110000498603,2015,TRIS,32043TMKRF914HA,Benzo[ghi]perylene,0.4,Pounds,,
392,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2012,TRIS,32602PCRNC5002S,Ammonia,800.0,Pounds,,
393,JONES CHEMICAL,30.340998,-81.627273,http://echo.epa.gov/detailed-facility-report?fid=110000361910,110000361910,2010,TRIS,32206JNSCH1433T,Chlorine,2.0,Pounds,,
394,IFF CHEMICAL HOLDINGS INC,30.34774,-81.7494,http://echo.epa.gov/detailed-facility-report?fid=110000361830,110000361830,2016,TRIS,32205NNCMP2051N,Chlorine,349.0,Pounds,,
395,IFF CHEMICAL HOLDINGS INC,30.34774,-81.7494,http://echo.epa.gov/detailed-facility-report?fid=110000361830,110000361830,2009,TRIS,32205NNCMP2051N,Chlorine,660.0,Pounds,,
396,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2012,TRIS,32602PCRNC5002S,Xylene,1906.0,Pounds,,
397,RENESSENZ LLC JACKSONVILLE,30.380131,-81.664313,http://echo.epa.gov/detailed-facility-report?fid=110000361965,110000361965,2013,TRIS,32208SCMGL601CR,Ammonia,2205.0,Pounds,,
398,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2017,TRIS,32078GRGPCSTATE,Catechol,0.0,Pounds,,
399,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2011,TRIS,32078GRGPCSTATE,Hydrochloric acid,61000.0,Pounds,,
400,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2010,TRIS,32771CRPPP31BRW,Hydrofluoric acid,500.0,Pounds,,
401,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2016,TRIS,32078GRGPCSTATE,Formaldehyde,11047.0,Pounds,,
402,ARGOS READY MIX - ROOSEVELT CBP,30.213720000000002,-81.70433,http://echo.epa.gov/detailed-facility-report?fid=110006780475,110006780475,2017,TRIS,3221WFLRDR7332R,Lead,0.2,Pounds,,
403,CHEMICAL SYSTEMS OF ORLANDO INCORPORATED,28.723333,-81.582306,http://echo.epa.gov/detailed-facility-report?fid=110000363008,110000363008,2010,TRIS,32798CHMCL6429W,Nitric acid,0.0,Pounds,,
404,NEW NGC INCD/B/A NATIONAL GYPSUM CO,29.981806,-81.662498,http://echo.epa.gov/detailed-facility-report?fid=110009075945,110009075945,2015,TRIS,32043NFXSN1767W,Lead compounds,0.0,Pounds,,
405,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2013,TRIS,32602PCRNC5002S,Ammonia,1005.0,Pounds,,
406,WWF OPERATING CO,30.33271,-81.69951999999998,http://echo.epa.gov/detailed-facility-report?fid=110022522741,110022522741,2011,TRIS,32209WHTWV2262W,Nitrate compounds -- TRI,0.0,Pounds,,
407,UNIVAR USA INC,30.323793,-81.74232099999998,http://echo.epa.gov/detailed-facility-report?fid=110000523023,110000523023,2010,TRIS,32254PPRSN155EL,Hexane,0.0,Pounds,,
408,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2014,TRIS,32771CRPPP31BRW,Nitric acid,100.0,Pounds,,
409,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2017,TRIS,32602PCRNC5002S,"Certain glycol ethers, a limited set -- TRI",0.0,Pounds,,
410,COASTAL AN OLDCASTLE CO,30.38022,-81.74084,http://echo.epa.gov/detailed-facility-report?fid=110067425806,110067425806,2013,TRIS,32219LDCST5959S,Lead,0.0044,Pounds,,
411,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2010,TRIS,32206PRTCN151TA,Ethylbenzene,0.0,Pounds,,
412,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2009,TRIS,32206PRTCN151TA,Methyl tert-butyl ether,0.0,Pounds,,
413,CORE PIPE PRODUCTS INC,28.809882,-81.295029,http://echo.epa.gov/detailed-facility-report?fid=110005591797,110005591797,2013,TRIS,32771CRPPP31BRW,Nitric acid,100.0,Pounds,,
414,ARGOS READY MIX - ROOSEVELT CBP,30.213720000000002,-81.70433,http://echo.epa.gov/detailed-facility-report?fid=110006780475,110006780475,2013,TRIS,3221WFLRDR7332R,Lead,0.02166,Pounds,,
415,METAL CONTAINER CORP - JACKSONVILLE CAN PLANT,30.339173,-81.744755,http://echo.epa.gov/detailed-facility-report?fid=110000361821,110000361821,2009,TRIS,32205MTLCN1100N,Lead,0.0,Pounds,,
416,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2018,TRIS,32602PCRNC5002S,Cumene,200.0,Pounds,,
417,PORT CONSOLIDATED INC,28.459563,-81.403449,http://echo.epa.gov/detailed-facility-report?fid=110000363179,110000363179,2018,TRIS,32809VLVLN1929D,Toluene,0.0,Pounds,,
418,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,110005991178,2010,TRIS,32703TRQNT1818S,N-Methyl-2-pyrrolidone,1000.0,Pounds,,
419,"QORVO US, INC.",28.650378000000003,-81.466674,http://echo.epa.gov/detailed-facility-report?fid=110005991178,110005991178,2015,TRIS,32703TRQNT1818S,N-Methyl-2-pyrrolidone,2910.0,Pounds,,
420,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2011,TRIS,32602PCRNC5002S,Xylene,682.0,Pounds,,
421,COASTAL AN OLDCASTLE CO,30.38022,-81.74084,http://echo.epa.gov/detailed-facility-report?fid=110067425806,110067425806,2009,TRIS,32219LDCST5959S,Lead,0.0,Pounds,,
422,PORT CONSOLIDATED INC.,30.34168,-81.62897,http://echo.epa.gov/detailed-facility-report?fid=110031019083,110031019083,2012,TRIS,32206PRTCN151TA,Xylene,0.0,Pounds,,
423,OLDCASTLE PRECAST INC.,30.38022,-81.74084,http://echo.epa.gov/detailed-facility-report?fid=110009691244,110009691244,2014,TRIS,32219LDCST5995S,Lead compounds,0.0,Pounds,,
424,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,29.681083,-81.680217,http://echo.epa.gov/detailed-facility-report?fid=110000588604,110000588604,2014,TRIS,32078GRGPCSTATE,Chlorine,368.0,Pounds,,
425,UNITED STATES GYPSUM CO.,30.381790000000002,-81.63793000000003,http://echo.epa.gov/detailed-facility-report?fid=110001737014,110001737014,2009,TRIS,32208NTDST6825E,Mercury compounds,37.81,Pounds,,
426,RENESSENZ LLC JACKSONVILLE,30.380131,-81.664313,http://echo.epa.gov/detailed-facility-report?fid=110000361965,110000361965,2011,TRIS,32208SCMGL601CR,Methanol,5.0,Pounds,,
427,CEMEX CONSTRUCTION MATERIALS FL LLC-LOCKHART READY-MIX PLANT,28.612999,-81.429625,http://echo.epa.gov/detailed-facility-report?fid=110054827292,110054827292,2015,TRIS,3281WLCKHR44CLA,Lead compounds,0.0,Pounds,,
428,SIVANCE LLC,29.706538000000002,-82.265323,http://echo.epa.gov/detailed-facility-report?fid=110000520703,110000520703,2010,TRIS,32602PCRNC5002S,Methanol,467.0,Pounds,,
429,"FRITO-LAY, INC.",28.5772,-81.417067,http://echo.epa.gov/detailed-facility-report?fid=110058220429,110058220429,2010,TRIS,32808FRTLY2800S,Nitric acid,0.0,Pounds,,
