,FAC_NAME,FAC_LAT,FAC_LONG,DFR_URL,PWSID,PWS_NAME,CITY_SERVED,STATE,STATE_NAME,PWS_TYPE_CODE,PWS_TYPE_SHORT,SOURCE_WATER,PWS_SIZE,POPULATION_SERVED_COUNT,FISCAL_YEAR,VIOLATION_NAME,VIOLATION_ID,RULE_NAME,BEGIN_YEAR,END_YEAR,RTC_YEAR,ACUTE_HEALTH_BASED,HEALTH_BASED,MONITORING_REPORTING,PUBLIC_NOTIF_OTHER
82,"YUKON INDUSTRIES, LTD.",30.233340000000002,-81.700313,http://echo.epa.gov/detailed-facility-report?fid=110006778852,FL2160601,"YUKON INDUSTRIES, LTD.",JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,40,2011,"MCL, Monthly (TCR)",20090003977,TCR,2009,2009.0,,N,Y,N,N
83,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2018,CCR Complete Failure to Report,20180011157,CCR,2017,,2018.0,N,N,N,Y
84,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2018,CCR Complete Failure to Report,20180011613,CCR,2018,,,N,N,N,Y
85,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2018,PN Violation for NPDWR Violation,20160006050,PN rule,2016,,,N,N,N,Y
86,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2013,"MCL, Average",20120005361,St1 DBP,2012,2012.0,2013.0,N,Y,N,N
87,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002378,VOC,2008,2010.0,2011.0,N,N,Y,N
88,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002379,VOC,2008,2010.0,2011.0,N,N,Y,N
89,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001694,Other IOC,2008,2011.0,2011.0,N,N,Y,N
90,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001715,VOC,2008,2010.0,2011.0,N,N,Y,N
91,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001790,Other IOC,2008,2011.0,2011.0,N,N,Y,N
92,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001791,Other IOC,2008,2011.0,2011.0,N,N,Y,N
93,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001792,Arsenic,2008,2011.0,2011.0,N,N,Y,N
94,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Repeat Major (TCR)",20100005210,TCR,2010,2010.0,2011.0,N,N,Y,N
95,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",20100005235,TCR,2010,2010.0,2011.0,N,N,Y,N
96,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",20100004866,TCR,2010,2010.0,2011.0,N,N,Y,N
97,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",20100004553,TCR,2010,2010.0,2011.0,N,N,Y,N
98,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",20100004356,TCR,2010,2010.0,2011.0,N,N,Y,N
99,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",20100004103,TCR,2010,2010.0,2011.0,N,N,Y,N
100,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",20100003599,TCR,2010,2010.0,2011.0,N,N,Y,N
101,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",20100003263,TCR,2010,2010.0,2011.0,N,N,Y,N
102,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",20100000580,TCR,2010,2010.0,2011.0,N,N,Y,N
103,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,Monitoring and Reporting (DBP),20090005801,St1 DBP,2009,2009.0,2011.0,N,N,Y,N
104,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,Monitoring and Reporting (DBP),20090005911,St1 DBP,2009,2009.0,2011.0,N,N,Y,N
105,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Routine Major (TCR)",20080004111,TCR,2008,2008.0,2011.0,N,N,Y,N
106,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2011,Follow-up Or Routine LCR Tap M/R,20100004880,LCR,2010,,2011.0,N,N,Y,N
107,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2011,"MCL, Monthly (TCR)",20100004857,TCR,2010,2010.0,2011.0,N,Y,N,N
108,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2017,Failure to Conduct Assessment Monitoring,20160007051,GWR,2016,2016.0,2017.0,N,N,Y,N
109,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2017,CCR Inadequate Reporting,20160007285,CCR,2016,,,N,N,N,Y
110,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2017,"Monitoring, Routine (RTCR)",20160007133,RTCR,2016,2016.0,2017.0,N,N,Y,N
111,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2011,"MCL, Average",20090005922,St1 DBP,2009,2009.0,2011.0,N,Y,N,N
112,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2020,"MCL, Average",20190005480,St2 DBP,2019,2019.0,,N,Y,N,N
113,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,CCR Inadequate Reporting,20030002897,CCR,2003,,2011.0,N,N,N,Y
114,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,2571,2011,"Monitoring, Routine Major (TCR)",20090005062,TCR,2009,2009.0,,N,N,Y,N
115,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,Monitoring and Reporting (DBP),20090005795,St1 DBP,2009,2009.0,2013.0,N,N,Y,N
116,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,Monitoring and Reporting (DBP),20090005845,St1 DBP,2009,2009.0,2013.0,N,N,Y,N
117,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2011,"Monitoring, Routine Major (TCR)",20110005650,TCR,2011,2011.0,2013.0,N,N,Y,N
118,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,CCR Complete Failure to Report,20160005969,CCR,2016,,2016.0,N,N,N,Y
119,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,CCR Inadequate Reporting,20160007285,CCR,2016,,,N,N,N,Y
120,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,"Monitoring, Routine Major (TCR)",20160007133,TCR,2016,2016.0,,N,N,Y,N
121,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,Failure to Conduct Assessment Monitoring,20160007051,GWR,2016,2016.0,,N,N,Y,N
122,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,"Monitoring, Routine Major (TCR)",20160004603,TCR,2016,2016.0,2016.0,N,N,Y,N
123,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,Failure to Conduct Assessment Monitoring,20160004616,GWR,2016,2016.0,2016.0,N,N,Y,N
124,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,"Monitoring, Routine Major (TCR)",20160005592,TCR,2016,2016.0,2016.0,N,N,Y,N
125,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,Failure to Conduct Assessment Monitoring,20160005795,GWR,2016,2016.0,2016.0,N,N,Y,N
126,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,Monitoring and Reporting (DBP),20160000367,St2 DBP,2015,2015.0,2016.0,N,N,Y,N
127,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,Monitoring and Reporting (DBP),20160000368,St2 DBP,2015,2015.0,2016.0,N,N,Y,N
128,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,Failure to Conduct Assessment Monitoring,20160000235,GWR,2016,2016.0,2016.0,N,N,Y,N
129,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,"Monitoring, Routine Major (TCR)",20160000274,TCR,2016,2016.0,2016.0,N,N,Y,N
130,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,Failure to Conduct Assessment Monitoring,20150005283,GWR,2015,2015.0,2016.0,N,N,Y,N
131,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,"Monitoring, Routine Major (TCR)",20150004874,TCR,2015,2015.0,2016.0,N,N,Y,N
132,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2016,CCR Inadequate Reporting,20150005101,CCR,2015,,2016.0,N,N,N,Y
133,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2020,"MCL, Average",20190009143,St2 DBP,2019,2019.0,,N,Y,N,N
134,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2020,"MCL, Average",20180012561,St2 DBP,2018,2018.0,,N,Y,N,N
135,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,2571,2013,"Monitoring, Routine Major (TCR)",20090005062,TCR,2009,2009.0,,N,N,Y,N
136,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2013,Monitoring and Reporting (DBP),20090005795,St1 DBP,2009,2009.0,2013.0,N,N,Y,N
137,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2013,Monitoring and Reporting (DBP),20090005845,St1 DBP,2009,2009.0,2013.0,N,N,Y,N
138,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001915,VOC,2008,2010.0,2011.0,N,N,Y,N
139,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001914,VOC,2008,2010.0,2011.0,N,N,Y,N
140,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001913,VOC,2008,2010.0,2011.0,N,N,Y,N
141,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001896,Other IOC,2008,2011.0,2011.0,N,N,Y,N
142,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001895,Other IOC,2008,2011.0,2011.0,N,N,Y,N
143,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001809,VOC,2008,2010.0,2011.0,N,N,Y,N
144,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100001808,VOC,2008,2010.0,2011.0,N,N,Y,N
145,WRIGHTWOOD APARTMENTS,29.640520000000002,-81.67886,http://echo.epa.gov/detailed-facility-report?fid=110013195032,FL2540225,WRIGHTWOOD APARTMENTS,PALATKA,FL,Florida,CWS,Community,GW,Very Small,25,2011,"Monitoring, Regular",20100002356,Other IOC,2008,2011.0,2011.0,N,N,Y,N
146,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,BRIGHTWOOD MANOR MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,420,2015,CCR Complete Failure to Report,20050000329,CCR,2004,,,N,N,N,Y
147,CAMP TRACEY,30.33042,-81.58752,http://echo.epa.gov/detailed-facility-report?fid=110013193515,FL2024897,CAMP TRACEY,GLEN ST. MARY,FL,Florida,CWS,Community,GW,Very Small,30,2013,CCR Inadequate Reporting,20040000201,CCR,2003,,2013.0,N,N,N,Y
148,"YUKON INDUSTRIES, LTD.",30.233340000000002,-81.700313,http://echo.epa.gov/detailed-facility-report?fid=110006778852,FL2160601,"YUKON INDUSTRIES, LTD.",JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,40,2013,CCR Inadequate Reporting,20040000177,CCR,2003,,2013.0,N,N,N,Y
149,BRIGHTWOOD MANOR MHP,28.75737,-81.52559000000002,http://echo.epa.gov/detailed-facility-report?fid=110012913311,FL3480114,BRIGHTWOOD MANOR MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,420,2018,CCR Complete Failure to Report,20050000329,CCR,2004,,,N,N,N,Y
150,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2015,"MCL, Monthly (TCR)",20150004744,TCR,2015,2015.0,,N,Y,N,N
151,BRIARWOOD ESTATES MHP,30.403540000000003,-81.74271999999998,http://echo.epa.gov/detailed-facility-report?fid=110013194319,FL2160110,SUNNY PINES,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,80,2015,"MCL, Average",20150004745,SOC,2015,2015.0,,N,Y,N,N
152,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2015,CCR Inadequate Reporting,20150005101,CCR,2015,,,N,N,N,Y
153,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2015,"Monitoring, Routine Major (TCR)",20150004874,TCR,2015,2015.0,,N,N,Y,N
154,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2015,"MCL, Monthly (TCR)",20150004731,TCR,2015,2015.0,,N,Y,N,N
155,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2011,Follow-up Or Routine LCR Tap M/R,20110002040,LCR,2010,,2011.0,N,N,Y,N
156,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2011,Monitoring and Reporting (DBP),20110000072,St1 DBP,2010,2010.0,2011.0,N,N,Y,N
157,VALENCIA ESTATES MHP,28.686958,-81.54393,http://echo.epa.gov/detailed-facility-report?fid=110012910127,FL3481420,VALENCIA ESTATES MHP,APOPKA,FL,Florida,CWS,Community,GW,Very Small,305,2011,Monitoring and Reporting (DBP),20110000073,St1 DBP,2010,2010.0,2011.0,N,N,Y,N
158,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20080004134,St1 DBP,2008,2008.0,,N,N,Y,N
159,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,"MCL, Average",20080004026,St1 DBP,2008,2008.0,,N,Y,N,N
160,TROUT RIVER MOBILE HOME PARK,30.41607,-81.73501,http://echo.epa.gov/detailed-facility-report?fid=110013194177,FL2161192,TROUT RIVER MOBILE HOME PARK,JACKSONVILLE,FL,Florida,CWS,Community,GW,Very Small,60,2011,Monitoring and Reporting (DBP),20080004162,St1 DBP,2008,2008.0,,N,N,Y,N
161,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2015,Failure to Conduct Assessment Monitoring,20140003852,GWR,2014,2014.0,,N,N,Y,N
162,R. C. WILLIS WTP (CITY OF PALATKA),29.6525,-81.681667,http://echo.epa.gov/detailed-facility-report?fid=110000509762,FL2544260,R. C. WILLIS WTP (CITY OF PALATKA),PALATKA,FL,Florida,CWS,Community,GW,Large,11900,2014,Failure to Conduct Assessment Monitoring,20140003852,GWR,2014,2014.0,,N,N,Y,N
163,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,2571,2015,"Monitoring, Repeat Minor (TCR)",20150001783,TCR,2015,2015.0,2015.0,N,N,Y,N
164,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,2571,2015,"MCL, Monthly (TCR)",20150001868,TCR,2015,2015.0,2015.0,N,Y,N,N
165,ZELLWOOD STATION WWTF,28.713272999999997,-81.58319300000002,http://echo.epa.gov/detailed-facility-report?fid=110012912633,FL3481506,ZELLWOOD STATION (CONSEC),ZELLWOOD,FL,Florida,CWS,Community,GW,Small,2571,2011,"Monitoring, Routine Major (TCR)",20110000198,TCR,2011,2011.0,2011.0,N,N,Y,N
